原始ID,名称,模块,实现状态,本地运行状态,绿色,本地验证范围,原版成对验证,剩余问题,后续验证要求
acceptance:ESL-T27,ESL-T27,scenario,not_verified,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,只有验收定义或局部工具，未收集此项所需的原版运行基线、成对轨迹及全部强制断言。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
acceptance:ESL-T28,ESL-T28,scenario,not_verified,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,只有验收定义或局部工具，未收集此项所需的原版运行基线、成对轨迹及全部强制断言。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
acceptance:ESL-T29,ESL-T29,scenario,not_verified,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,只有验收定义或局部工具，未收集此项所需的原版运行基线、成对轨迹及全部强制断言。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
acceptance:ESL-T30,ESL-T30,scenario,not_verified,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,只有验收定义或局部工具，未收集此项所需的原版运行基线、成对轨迹及全部强制断言。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
acceptance:ESL-T31,ESL-T31,scenario,not_verified,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,只有验收定义或局部工具，未收集此项所需的原版运行基线、成对轨迹及全部强制断言。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
acceptance:ESL-T32,ESL-T32,scenario,not_verified,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,只有验收定义或局部工具，未收集此项所需的原版运行基线、成对轨迹及全部强制断言。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
acceptance:ESL-T33,ESL-T33,scenario,not_verified,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,只有验收定义或局部工具，未收集此项所需的原版运行基线、成对轨迹及全部强制断言。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
acceptance:ESL-T34,ESL-T34,scenario,not_verified,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,只有验收定义或局部工具，未收集此项所需的原版运行基线、成对轨迹及全部强制断言。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
acceptance:ESL-T35,ESL-T35,scenario,not_verified,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,只有验收定义或局部工具，未收集此项所需的原版运行基线、成对轨迹及全部强制断言。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
acceptance:ESL-T36,ESL-T36,scenario,not_verified,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,只有验收定义或局部工具，未收集此项所需的原版运行基线、成对轨迹及全部强制断言。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
acceptance:ESL-T37,ESL-T37,scenario,not_verified,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,只有验收定义或局部工具，未收集此项所需的原版运行基线、成对轨迹及全部强制断言。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
acceptance:ESL-T38,ESL-T38,scenario,not_verified,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,只有验收定义或局部工具，未收集此项所需的原版运行基线、成对轨迹及全部强制断言。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
acceptance:ESL-T39,ESL-T39,scenario,not_verified,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,只有验收定义或局部工具，未收集此项所需的原版运行基线、成对轨迹及全部强制断言。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
acceptance:ESL-T40,ESL-T40,scenario,not_verified,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,只有验收定义或局部工具，未收集此项所需的原版运行基线、成对轨迹及全部强制断言。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
acceptance:HTT-001,HTT-001,scenario,not_verified,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,只有验收定义或局部工具，未收集此项所需的原版运行基线、成对轨迹及全部强制断言。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
acceptance:HTT-002,HTT-002,scenario,not_verified,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,只有验收定义或局部工具，未收集此项所需的原版运行基线、成对轨迹及全部强制断言。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
acceptance:INT-001,INT-001,scenario,not_verified,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,只有验收定义或局部工具，未收集此项所需的原版运行基线、成对轨迹及全部强制断言。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
acceptance:MED-01,MED-01,scenario,not_verified,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,只有验收定义或局部工具，未收集此项所需的原版运行基线、成对轨迹及全部强制断言。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
acceptance:MED-02,MED-02,scenario,not_verified,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,只有验收定义或局部工具，未收集此项所需的原版运行基线、成对轨迹及全部强制断言。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
acceptance:MED-03,MED-03,scenario,not_verified,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,只有验收定义或局部工具，未收集此项所需的原版运行基线、成对轨迹及全部强制断言。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
acceptance:MED-04,MED-04,scenario,not_verified,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,只有验收定义或局部工具，未收集此项所需的原版运行基线、成对轨迹及全部强制断言。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
